en,sl
"Turkey shall readmit, upon application by a Member State and without further formalities to be undertaken by that Member State other than those provided for in this Agreement, all third-country nationals or stateless persons who do not, or who no longer, fulfil the conditions in force for entry to, presence in, or residence on, the territory of the requesting Member State provided that in accordance with Article 10 it is established that such persons:","Turčija na prošnjo države članice in brez dodatnih formalnosti za zadevno državo članico, razen tistih, določenih s tem sporazumom, ponovno sprejme vse državljane tretjih držav ali osebe brez državljanstva, ki ne izpolnjujejo ali več ne izpolnjujejo veljavnih pogojev za vstop, prisotnost ali prebivanje na ozemlju države članice prosilke, če se v skladu s členom 10 ugotovi, da so take osebe:"
"hold, at the time of submission of the readmission application, a valid visa issued by Turkey entering the territory of a Member State directly from the territory of Turkey; or","v trenutku vložitve prošnje za ponovni sprejem imetniki veljavnega vizuma, ki ga je izdala Turčija, in so na ozemlje države članice vstopile neposredno z ozemlja Turčije; ali"
hold a residence permit issued by Turkey; or,"imetniki dovoljenja za prebivanje, ki ga je izdala Turčija; ali"
"illegally and directly entered the territory of the Member States after having stayed on, or transited through, the territory of Turkey.","nezakonito in neposredno vstopile na ozemlje držav članic po tem, ko so se zadrževale na ozemlju Turčije ali potovale čez njeno ozemlje."
The readmission obligation in Paragraph 1 of this Article shall not apply if:,"Obveznost ponovnega sprejema iz odstavka 1 tega člena ne velja, če:"
the third country national or stateless person has only been in airside transit via an international airport of Turkey; or,je bil državljan tretje države ali oseba brez državljanstva samo v letališkem tranzitu preko mednarodnega letališča Turčije; ali
"the requesting Member State has issued to the third country national or stateless person a visa which was used by the person for the entry on the requesting Member State's territory or residence permit before or after entering its territory unless that person is in possession of a visa or residence permit issued by Turkey, which has a longer period of validity; or","je država članica prosilka državljanu tretje države ali osebi brez državljanstva izdala vizum, ki sta ga uporabila za vstop na ozemlje države članice prosilke, ali dovoljenje za prebivanje pred vstopom na njeno ozemlje ali po njem, razen če je navedena oseba imetnik vizuma ali dovoljenja za prebivanje z daljšim obdobjem veljavnosti, ki ju je izdala Turčija, ali"
the third country national or stateless person enjoys a visa free access to the territory of the requesting Member State.,ima državljan tretje države ali oseba brez državljanstva pravico do vstopa brez vizuma na ozemlje države članice prosilke.
"After Turkey has given a positive reply to the readmission application or, where appropriate, after expiry of the time limits laid down in Article 11(2), the Turkish authorities, if necessary, shall within three working days, issue the person whose readmission has been accepted with the ‘emergency travel document for aliens’ required for his or her return with a period of validity of at least three months.","Ko Turčija izda pozitiven odgovor na prošnjo za ponovni sprejem ali, če je to primerno, ko potečejo roki iz člena 11(2), turški organi v treh delovnih dneh po potrebi izdajo osebi, katere ponovni sprejem je bil sprejet, „potno listino za vrnitev tujcev“, ki jo ta potrebuje za vrnitev, z obdobjem veljavnosti najmanj treh mesecev."
"In case there is no consular office of Turkey in a Member State or if Turkey has not, within three working days, issued the travel document, it shall be deemed to accept the use of the EU standard travel document for expulsion purposes [1].","Če Turčija nima konzularnega predstavništva v državi članici ali če ni izdala potne listine v treh delovnih dneh, se šteje, da sprejema uporabo standardne potne listine EU za namene izgona [1]."
"If, for legal or factual reasons, the person concerned cannot be transferred within the period of validity of the ‘emergency travel document for aliens’ that was initially issued, the Turkish authorities shall within three working days extend the validity of the ‘emergency travel document for aliens’ or, where necessary, issue a new ‘emergency travel document for aliens’ with the same period of validity.","Če iz pravnih ali dejanskih razlogov zadevne osebe ni mogoče premestiti v obdobju veljavnosti prvotno izdane „potne listine za vrnitev tujcev“, turški organi v treh delovnih dneh podaljšajo veljavnost „potne listine za vrnitev tujcev“ ali po potrebi izdajo novo „potno listino za vrnitev tujcev“ z enakim obdobjem veljavnosti."
"In case there is no consular office of Turkey in a Member State or if Turkey has not, within three working days, issued the travel document, it shall be deemed to accept the use of the EU standard travel document for expulsion purposes [2].","Če Turčija nima konzularnega predstavništva v državi članici ali če ni izdala potne listine v treh delovnih dneh, se šteje, da sprejema uporabo standardne potne listine EU za namene izgona [2]."
SECTION II,ODDELEK II
READMISSION OBLIGATIONS BY THE UNION,OBVEZNOSTI PONOVNEGA SPREJEMA UNIJE
Article 5,Člen 5
"A Member State shall readmit, upon application by Turkey and without further formalities to be undertaken by Turkey other than those provided for in this agreement, all persons who do not, or who no longer, fulfil the conditions in force for entry to, presence in, or residence on, the territory of Turkey provided that in accordance with Article 9 it is established that they are nationals of that Member State.","Država članica na prošnjo Turčije in brez dodatnih formalnosti za Turčijo, razen tistih, določenih s tem sporazumom, ponovno sprejme vse osebe, ki ne izpolnjujejo ali več ne izpolnjujejo veljavnih pogojev za vstop, prisotnost ali prebivanje na ozemlju Turčije, če se v skladu s členom 9 ugotovi, da so državljani navedene države članice."
A Member State shall also readmit:,Država članica ponovno sprejme tudi:
"minor unmarried children of the persons mentioned in Paragraph 1 of this Article, regardless of their place of birth or their nationality, unless they have an independent right of residence in Turkey or if the said independent right of residence is held by the other parent who has legal custody of the children concerned;","neporočene mladoletne otroke oseb iz odstavka 1 tega člena, ne glede na njihov kraj rojstva ali državljanstvo, razen če imajo neodvisno pravico prebivanja v Turčiji ali če ima navedeno neodvisno pravico prebivanja drugi starš, ki je zakoniti skrbnik zadevnih otrok;"
"spouses, holding another nationality, of the persons mentioned in Paragraph 1 of this Article, provided they have the right to enter and stay or receive the right to enter and stay in the territory of the requested Member State unless they have an independent right of residence in Turkey or unless it is demonstrated by the requested Member State that according to its national legislation the marriage in question is not legally recognised.","zakonce, ki imajo drugo državljanstvo, oseb iz odstavka 1 tega člena, če imajo pravico vstopa in prebivanja ali dobijo pravico vstopa in prebivanja na ozemlju zaprošene države članice, razen če imajo neodvisno pravico prebivanja v Turčiji ali če zaprošena država članica dokaže, da zadevna zakonska zveza v skladu z njeno nacionalno zakonodajo ni pravno priznana."
"A Member State shall also readmit persons who in accordance with its legislation have been deprived of, or who have renounced, the nationality of a Member State since entering the territory of Turkey, unless such persons have at least been promised naturalisation by Turkey.","Država članica ponovno sprejme tudi osebe, ki jim je bilo v skladu z njeno zakonodajo po vstopu na ozemlje Turčije odvzeto državljanstvo države članice ali so se mu odpovedale, razen če Turčija ni vsaj obljubila takim osebam sprejem v državljanstvo."
"After the requested Member State has given a positive reply to the readmission application or, where appropriate, after expiry of the time limits laid down in Article 11(2), the competent diplomatic mission or consular office of that Member State shall, irrespective of the will of the person to be readmitted, within three working days, issue the travel document required for the return of the person to be readmitted with a period of validity of three months.","Ko zaprošena država članica izda pozitiven odgovor na prošnjo za ponovni sprejem ali, če je to primerno, ko potečejo roki iz člena 11(2), pristojno diplomatsko ali konzularno predstavništvo navedene države članice, ne glede na voljo osebe, ki jo je treba ponovno sprejeti, v treh delovnih dneh izda potno listino, potrebno za vrnitev osebe, ki jo je treba ponovno sprejeti, z obdobjem veljavnosti treh mesecev."
"In case there is no diplomatic mission or consular office of a Member State in Turkey or if the requested Member State has not, within three working days, issued the travel document, the reply to the readmission application shall be considered as the necessary travel document for the readmission of the person concerned.","Če država članica nima diplomatskega ali konzularnega predstavništva v Turčiji ali če zaprošena država članica ni izdala potne listine v treh delovnih dneh, velja odgovor na prošnjo za ponovni sprejem kot potrebna potna listina za ponovni sprejem zadevne osebe."
"If, for legal or factual reasons, the person concerned cannot be transferred within the period of validity of the travel document that was initially issued, the competent diplomatic mission or consular office of that Member State shall, within three working days, issue a new travel document with a period of validity of the same duration.","Če iz pravnih ali dejanskih razlogov zadevne osebe ni mogoče premestiti v obdobju veljavnosti prvotno izdane potne listine, pristojno diplomatsko ali konzularno predstavništvo navedene države članice v treh delovnih dneh izda novo potno listino z enakim obdobjem veljavnosti."
"In case there is no diplomatic mission or consular office of a Member State in Turkey or if the requested Member State has not, within three working days, issued the travel document, the reply to the readmission application shall be considered as the necessary travel document for the readmission of the person concerned.","Če država članica nima diplomatskega ali konzularnega predstavništva v Turčiji ali če zaprošena država članica ni izdala potne listine v treh delovnih dneh, velja odgovor na prošnjo za ponovni sprejem kot potrebna potna listina za ponovni sprejem zadevne osebe."
Article 6,Člen 6
"A Member State shall readmit, upon application by Turkey and without further formalities to be undertaken by Turkey other than those provided for in this Agreement, all third-country nationals or stateless persons who do not, or who no longer, fulfil the conditions in force for entry to, presence in, or residence on, the territory of Turkey provided that in accordance with Article 10 it is established that such persons:","Država članica na prošnjo Turčije in brez dodatnih formalnosti za Turčijo, razen tistih, določenih s tem sporazumom, ponovno sprejme vse državljane tretjih držav ali osebe brez državljanstva, ki ne izpolnjujejo ali več ne izpolnjujejo veljavnih pogojev za vstop, prisotnost ali prebivanje na ozemlju Turčije, če se v skladu s členom 10 ugotovi, da so take osebe:"
"hold, at the time of submission of the readmission application, a valid visa issued by the requested Member State entering the territory of Turkey directly from the territory of the requested Member State; or","v trenutku vložitve prošnje za ponovni sprejem imetniki veljavnega vizuma, ki ga je izdala zaprošena država članica, in so na ozemlje Turčije vstopile neposredno z ozemlja zaprošene države članice; ali"
